contents_id	title	description	category_list	url	image	icon-img	blank	priority	tag1	tag2	tag3
8007	キッチン・換気サービス	毎日使うキッチンは、より便利な設計にすることで、日々の負担を軽くできます。暮らしの変化に合わせて、キッチンも見直しましょう。	exchange-hcg-hcm	/smile/article/hcm-kitchen.php	/thm/hcm-kitchen.png	exchange			暮らしのサービス	交換サービス	住まいレージ
8008	バスルームサービス	家族みんながリラックスできるバスルーム。使用年数が長い場合は、各設備の見直しをすることで、より快適なバスタイムをお過ごしいただけます。	exchange-hcg-hcm	/smile/article/hcm-bathroom.php	/thm/hcm-bathroom.png	exchange			暮らしのサービス	交換サービス	住まいレージ
8009	トイレ・洗面所サービス	水の使用量が多いトイレは、設備を見直すことでもっと経済的にすることが可能です。年数とともに劣化しやすい換気扇は、定期的に交換しましょう。	exchange-hcg-hcm	/smile/article/hcm-toilet.php	/thm/hcm-toilet.png	exchange			暮らしのサービス	交換サービス	住まいレージ
8003	不動産売買仲介手数料	不動産を売るときも買うときも、安心の長谷工グループで！仲介手数料のお支払いに、住まいレージをお使いいただけます。	exchange-hcg	/smile/article/hre-mediation.php	/thm/hre-mediation.png	exchange		29	暮らしのサービス	交換サービス	住まいレージ
8001	室内リフォーム工事	思い通りのお部屋を実現しませんか？住まいレージを利用してお得にリフォーム！	exchange-hcg	/smile/article/hrf-interior.php	/thm/hrf-interior.png	exchange		27	暮らしのサービス	交換サービス	住まいレージ
8004	ブランド家具ご購入	憧れのブランド家具で、お部屋をコーディネート！長谷工インテックなら、ブランド家具購入でも住まいレージがご利用いただけます。	exchange-hcg	/smile/article/hit-furniture.php	/thm/hit-furniture.png	exchange		30	暮らしのサービス	交換サービス	住まいレージ
8002	リノベーションマンション購入	中古マンションをリノベーションで「今」らしく、素敵に！住まいレージを利用してさらにお得。	exchange-hcg	/smile/article/hre-renovation.php	/thm/hre-renovation.png	exchange		28	暮らしのサービス	交換サービス	住まいレージ
8005	ハウスコーティング	毎日のお掃除がグッと楽になるハウスコーティング。フローリングや水回りの汚れも、コーティング後はさっとふき取ることができます。	exchange-hcg	/smile/article/hcm-housecoating.php	/thm/hcm-housecoating.png	exchange		25	暮らしのサービス	交換サービス	住まいレージ
8006	ハウスクリーニング	自分ではなかなか手の回らない、大掛かりな場所のお掃除も、プロに任せてピカピカに！	exchange-hcg	/smile/article/hcm-housecleaning.php	/thm/hcm-housecleaning.png	exchange		26	暮らしのサービス	交換サービス	住まいレージ
9001	オリジナルタンブラーをプレゼント！	Coming soon!	lottery	/gift/article/present.php	/thm/gift-present.png	new	2	-1	抽選賞品	住まいレージ	プレゼント
9003	抽選で20名さまに当たる！【レコルト】ソロブレンダーサンテ	1人分のスムージーが作れるブレンダー。コンパクトなサイズとシンプルな機能だから、毎日手軽に健康生活！	lottery	/smile/article/lottery-20161101.php	/thm/lottery-20161101.png	lottery		-1	抽選賞品	住まいレージ	NULL
9002	【脱ゆがみライフ！骨盤の調整レッスンご招待】会員さま限定イベント第1弾参加者募集！	参加無料の会員さま限定イベント第1弾は、話題の「骨盤の調整レッスン」。会員さまのためのスペシャルレッスン企画です。教えてくださるのはボディワークプロデューサーのkyoさん。独自のメソッドで提唱する「美しい骨盤づくり」を直々に伝授してくれます。この機会にぜひ、目からウロコの美ボディメソッドを体感してみませんか?	lottery	/event/article/event-kotsuban.php	/thm/event-kotsuban.png			-1	イベント	NULL	NULL
9004	抽選で20名さまに当たる！【レコルト】プレスサンドメーカー キルト	かわいいキルト模様のホットサンドが焼けるプレスサンドメーカー（レッド）。短時間でカリッとおいしく焼き上がります。	lottery	/smile/article/lottery-201612.php	/thm/lottery-201612.png	lottery		-1	抽選賞品	住まいレージ	NULL
9005	抽選で20名さまに当たる！【OXO】サラダバサミ	切れ味抜群のキッチンバサミ。かさが高い野菜も、これで切り刻めばたくさん食べられます。	lottery	/smile/article/lottery-201701.php	/thm/lottery-201701.png	lottery		-1	抽選賞品	住まいレージ	NULL
9006	【総額100万円！】うれしい旅立ちプレゼントキャンペーン	ブランシエラクラブサイトが、見やすく、もっと楽しくリニューアル！さらに長谷工IDスタートを記念して、スペシャルプレゼントをご用意しました。ぜひふるってご応募ください！	lottery	/gift/article/jtb.php	/thm/gift-jtb.png			-1	プレゼント	NULL	NULL
9007	抽選で15名さまに当たる！【ルルド】バスピロー	かわいい形のカラフルなバスピロー。完全防水・乾きやすい仕様なので毎日のバスタイムに使えます。心地よい刺激で1日の疲れもリフレッシュ。	lottery	/smile/article/lottery-201702.php	/thm/lottery-201702.png	lottery		-1	抽選賞品	住まいレージ	NULL
9008	抽選で10名さまに当たる！【レコルト】カプセルカッター キャトル	「刻む・混ぜる・練る・潰す・砕く」などすべての作業がアタッチメント付け替えなしで可能なフードプロセッサーです。	lottery	/smile/article/lottery-201703.php	/thm/lottery-201703.png	lottery		-1	抽選賞品	住まいレージ	NULL
9009	松本哲也プロによるゴルフレッスンご招待	「長谷工住まいの大相談会～長谷工スーパーウィーク」にて、松本哲也プロによるパッティングのレッスンにご招待いたします。	lottery	/event/article/event-golf.php	/thm/event-golf.png			-1	イベント	NULL	NULL
9010	抽選で15名さまに当たる！【イデア】BRUNOクーラートート	容量20Lのクーラートート。収納ポケットは全部で8つ！しっかり入るサイズ感と耐荷重20kgのバッグは、ピクニックだけでなく普段のお買い物にも便利な使いやすさです。	lottery	/smile/article/lottery-201704.php	/thm/lottery-201704.png	lottery		-1	抽選賞品	住まいレージ	NULL
9011	抽選で10名さまに当たる！【ボーネルンド】クアドリラ・ベーシックセット	自由に組み立てて、毎回ワクワクドキドキ！子どもの目線で作られた、ヨーロッパ発の優れたあそび道具です。	lottery	/smile/article/lottery-201705.php	/thm/lottery-201705.png	lottery		-1	抽選賞品	住まいレージ	NULL
9012	抽選で10名さまに当たる！【ソーダミニ】家庭用炭酸水メーカー 	家庭用炭酸水メーカー ソーダミニは弱炭酸から強炭酸まで、お好みの強さの炭酸水をご家庭で簡単につくることができます。毎日の飲料水はもちろん、料理や美肌のための洗顔水など幅広くお使いいただけます。	lottery	/smile/article/lottery-201706.php	/thm/lottery-201706.png	lottery		-1	抽選賞品	住まいレージ	NULL
9013	抽選で15名さまに当たる！【Made in TSUBAME】純銅タンブラー	伝統と歴史のある金属加工の街「新潟県燕市」で作られた抗菌作用・熱伝導に優れた純銅製のタンブラーです。	lottery	/smile/article/lottery-201707.php	/thm/lottery-201707.png	lottery		-1	抽選賞品	住まいレージ	NULL
9014	抽選で20名さまに当たる！【Coleman】レジャーシート ストライプ	アウトドアは大人を子どもに、子どもを大人にする特別なイベント。 Colemanのレジャーシートは安心で快適なアウトドアライフをサポートしてくれます。	lottery	/smile/article/lottery-201708.php	/thm/lottery-201708.png	lottery		-1	抽選賞品	住まいレージ	NULL
9015	抽選で10名さまに当たる！【Sterling Club】ソーラーダイナモラジオライト	ケーブルにつなぐだけでスマートフォンの充電ができる多機能ラジオライトチャージャーです。	lottery	/smile/article/lottery-201709.php	/thm/lottery-201709.png	lottery		4	抽選賞品	住まいレージ	NULL
10003	トゥルースリーパー プレミアム	弾力性・復元力に優れた、シングルサイズマットレス。お使いのベッドやお布団に重ねるだけで、毎日の眠りの質がアップ!	exchange-product	/smile/article/exchange-truesleeper.php	/thm/exchange-truesleeper.png	exchange		-1	交換商品	住まいレージ	NULL
10004	【シボレー】 折りたたみ自転車 FDB20R	アメリカの自動車ブランド、シボレーのおしゃれな折りたたみ自転車。持ち運びにも収納にも便利です。	exchange-product	/smile/article/exchange-fdb20r.php	/thm/exchange-fdb20r.png	exchange		-1	交換商品	住まいレージ	NULL
10001	【シャープ】電気無水鍋	素材の水分を活用して調理するから、素材本来の旨味がぎっしり！自動調理で楽々1品が完成です。	exchange-product	/smile/article/exchange-recipe.php	/thm/exchange-recipe.png	exchange		-1	交換商品	住まいレージ	NULL
10005	【ホテルオークラ】おかゆ・雑炊スープセット	世界の賓客をもてなす「ホテルオークラ」からの逸品。風味豊かなおかゆと雑炊スープをセットにしました。	exchange-product	/smile/article/exchange-okayu.php	/thm/exchange-okayu.png	exchange		-1	交換商品	住まいレージ	NULL
10002	【ダイソン】hot + cool AM09	夏は勢いのある風で涼しく、冬はより早く均一に部屋を暖めます。年間を通してお使いいただけるので、季節ごとに片付ける必要がありません。	exchange-product	/smile/article/exchange-am09.php	/thm/exchange-am09.png	exchange			交換商品	住まいレージ	NULL
10008	【ソニー】グラスサウンドスピーカー	有機ガラス管全面を振動させ、360度に音を広げて部屋全体を満たすグラスサウンドスピーカー。こだわり抜いたデザインから生まれるクリアな音色とともに、温かい光をつけるとお部屋のインテリアにもなります。	exchange-product	/smile/article/exchange-sound.php	/thm/exchange-sound.png	exchange			交換商品	住まいレージ	NULL
10009	【PHILIPS】ソニッケアーダイヤモンドクリーン ディープクリーンエディション	PHILIPSが生み出した独自開発の音波水流で歯垢を効果的に除去します。	exchange-product	/smile/article/exchange-sonic.php	/thm/exchange-sonic.png	exchange			交換商品	住まいレージ	NULL
10010	【iRobot】床拭きロボット ブラーバ ジェット 240	床拭きロボット ブラーバ ジェットは、キッチンの床や、手の届きにくいところにこびりついた汚れやベタつきをきれいに拭き取ります。	exchange-product	/smile/article/exchange-irobot.php	/thm/exchange-irobot.png	exchange			交換商品	住まいレージ	NULL
10011	【レコルト】ホームバーベキュー	テーブルで楽しむBBQスタイルが魅力のテーブルクッキングプレートです。パワフルな火力で、厚みのあるステーキ肉もジューシーにおいしく焼き上げます。	exchange-product	/smile/article/exchange-bbq.php	/thm/exchange-bbq.png	exchange			交換商品	住まいレージ	NULL
10012	【AQUA】ハンディ洗濯機コトン	世界初の手のひらサイズの洗濯機です。スプーン１杯（約5cc）の水で最短30秒でお洗濯が可能。暮らしの様々なシーンで活躍します。	exchange-product	/smile/article/exchange-coton.php	/thm/exchange-coton.png	exchange			交換商品	住まいレージ	NULL
10013	【ツインバード】くつ乾燥機	湿った革靴や洗い立てのスニーカーもカラリと乾燥してくれるくつ専用の乾燥機です。	exchange-product	/smile/article/exchange-shoes.php	/thm/exchange-shoes.png	exchange			交換商品	住まいレージ	NULL
10014	【エスビー食品】レストラン レトルトギフト ディナービーフカレー	レストランの味を気軽にご家庭で味わえるレトルトカレーセット。フォン・ド・ボーソースをベースにした欧風タイプのこだわりの味わいが特徴です。	exchange-product	/smile/article/exchange-curry.php	/thm/exchange-curry.png	exchange			交換商品	住まいレージ	NULL
10015	【レコルト】ソロカフェ	1カップ分のコーヒーを楽しめるコーヒーメーカー。自分好みのコーヒーを入れてホッと一息しませんか？	exchange-product	/smile/article/exchange-solokaffe.php	/thm/exchange-solokaffe.png	exchange			交換商品	住まいレージ	NULL
10016	たなかみのお米1.8kg	土づくりから田植え、稲刈りまで丹念に育て、収穫した「たなかみ米」は、いつもおいしい、いつも安心なお米です。	exchange-product	/smile/article/exchange-kome.php	/thm/exchange-kome.png	exchange			交換商品	住まいレージ	NULL
11001	【500スマイルプレゼント】会員さまアンケートを実施します！【アンケートは終了いたしました】	みなさまの声を取り入れ、ブランシエラクラブをより良いものにしていくために、会員さまにアンケートを実施させていただきます。【アンケートは終了いたしました】	enq	/enquete/article/enq-vol01.php	/thm/enq-vol01.png	end			アンケート	NULL	NULL
11002	【100スマイルプレゼント】第2回会員さまアンケートを実施します！	みなさまの声を取り入れ、ブランシエラクラブをより良いものにしていくために、会員さまにアンケートを実施させていただきます。	enq	/enquete/article/enq-vol02.php	/thm/enq-vol02.png	end		20	アンケート	NULL	NULL
11003	第1回会員さまアンケート レポート	アンケートにご回答いただいたみなさま、誠にありがとうございました。たくさんの方にご回答いただいたアンケートの結果と今後の方針をご案内させていただきます。	enq	/enquete/article/enq-vol01-report.php	/thm/enq-vol01-report.png			19	アンケート	レポート	NULL
11004	第2回会員さまアンケート レポート	アンケートにご回答いただいたみなさま、誠にありがとうございました。たくさんの方にご回答いただいたアンケートの結果と今後の方針をご案内させていただきます。	enq	/enquete/article/enq-vol02-report.php	/thm/enq-vol02-report.png	new		21	アンケート	レポート	NULL
11005	【100スマイルプレゼント】第3回会員さまアンケートを実施します！	みなさまの声を取り入れ、ブランシエラクラブをより良いものにしていくために、会員さまにアンケートを実施させていただきます。	enq	/enquete/article/enq-vol03.php	/thm/enq-vol02.png	end		22	アンケート	NULL	NULL
12001	第1話　片付けられない私に救世主アラワル！？	旦那さんとかわいい娘に囲まれて平和に暮らす、主婦のサクラ。実は、夫婦そろって片付けが苦手。モノが散らかっているこの家族を救ってくれたのは、身近なあの人だった！	comic	/magazine/article/comic-tidy01.php	/thm/comic01-01.png				コラム	暮らしのサービス	マンガ
12002	第2話　“いつか”なんて、やってこない！	片付けが苦手なサクラを救ってくれたのは、片付け上手のお母さん！いつか・いつか…と使う予定のないものを溜め込むサクラにお母さんが決めたルールとは？	comic	/magazine/article/comic-tidy02.php	/thm/comic01-02.png				コラム	暮らしのサービス	マンガ
12003	第3話　上手なサヨナラの方法	部屋に散らばるモノを整理できたけれど、思い出の品やブランド品を手放すとなるとちょっと気が引けるサクラ。潔く手放すことができるのか！？	comic	/magazine/article/comic-tidy03.php	/thm/comic01-03.png				コラム	暮らしのサービス	マンガ
12004	第4話　キッチン大革命	家事に育児に忙しく、なかなか食器を片付けができないサクラ。食器棚・シンク下・コンロ下など、収納場所に合わせて使いやすくしたいのだけど…。	comic	/magazine/article/comic-tidy04.php	/thm/comic01-04.png				コラム	暮らしのサービス	マンガ
12005	第5話　いざ、衣類の山へ！　	昔からの洋服や、普段は来ていない洋服など…洋服が家にあふれているサクラ。本当に必要な洋服っていったいどれくらいなんだろう？	comic	/magazine/article/comic-tidy05.php	/thm/comic01-05.png				コラム	暮らしのサービス	マンガ
12006	第6話　ラクラクシカク	いろんなカタチの洋服。どうやったら同じ大きさのケースに収納できるのかがわからない！たたむのが苦手なサクラは、きちんと洋服を収納できるのでしょうか？	comic	/magazine/article/comic-tidy06.php	/thm/comic01-06.png				コラム	暮らしのサービス	マンガ
12007	第7話　買い物上手？	特売やSALEの文字をも見ると、ついつい買いすぎてしまうストック品だけど、適量の考え方はとってもシンプルだった！	comic	/magazine/article/comic-tidy07.php	/thm/comic01-07.png				コラム	暮らしのサービス	マンガ
12008	第8話　お姫さまには逆らえない	コロコロ興味が変わる子どものおもちゃが、どんどん溢れて収拾つかなくなってきちゃった！？子ども納得のおもちゃの収納方法とは？	comic	/magazine/article/comic-tidy08.php	/thm/comic01-08.png				コラム	暮らしのサービス	マンガ
12009	第9話　パパの夢のお城	趣味は大事にしてほしいけれど、部屋中に趣味のモノが散乱するのは、ちょっと困る！マンガやゲーム、スポーツにアウトドア…趣味のモノってどこに置けばいいの？	comic	/magazine/article/comic-tidy09.php	/thm/comic01-09.png				コラム	暮らしのサービス	マンガ
12010	第10話　紙より団子？	毎日増えるレシートやクーポン、DMから家電製品の保証書など…いろんな書類の収納場所がわからない！簡単にできる家庭の書類の分類と収納方法って？	comic	/magazine/article/comic-tidy10.php	/thm/comic01-10.png				コラム	暮らしのサービス	マンガ
12011	第11話　かくれんぼの行方	扇風機や暖房器具など場所を取る季節家電が見当たらない？あんな大きなものが見つからないサクラの収納術を徹底改造する方法とは？	comic	/magazine/article/comic-tidy11.php	/thm/comic01-11.png				コラム	暮らしのサービス	マンガ
12012	第12話　リバウンドはダイエットだけじゃない！？	かなり部屋が片付いてきたサクラだけど、ちょっと気を抜くと、またいつものようにモノが溜まっている状態に！このままじゃ、また散らかったあの頃にリバウンドしちゃうかも！？	comic	/magazine/article/comic-tidy12.php	/thm/comic01-12.png				コラム	暮らしのサービス	マンガ
12013	第13話　魅惑のポイポイ	ついやってしまいがちなクセが、散らかる原因を作っているのかも…。サクラとショウのクセは、家に帰ってからのポイポイだった！？	comic	/magazine/article/comic-tidy13.php	/thm/comic01-13.png				コラム	暮らしのサービス	マンガ
12014	第14話　カリスマ主婦だって、夢じゃない！？	どこに何があるか把握できるようになってきたけれど、雑誌でよく見るような整頓された収納とは何だかちょっと違う感じ…。もう片付いているのに、何が違うのかな！？	comic	/magazine/article/comic-tidy14.php	/thm/comic01-14.png				コラム	暮らしのサービス	マンガ
12015	第15話　お母さんの失敗	いつの間にか増えているモノに気づいたサクラとお母さん。モノが増えているのには理由があるのだけど…まさかの原因がお母さんだった！？ 	comic	/magazine/article/comic-tidy15.php	/thm/comic01-15.png				コラム	暮らしのサービス	マンガ
12016	第16話　みんながいれば、大丈夫！	部屋もスッカリ片付いて、収納レッスンも卒業…！ってところなのに、なんだか浮かない顔のサクラ。また、あの散らかった部屋に戻ってしまったら…そんなサクラ一家へ、お母さんからの最後のレッスンとは？	comic	/magazine/article/comic-tidy16.php	/thm/comic01-16.png	new			コラム	暮らしのサービス	マンガ
13001	酸性・弱アルカリ性・中性、洗剤の種類と違いとは？	ダミーテキスト。野々山さんに確認中。	knowhow	/magazine/article/knowhow-m01.php	/thm/knowhow-m01.png	new		-1	コラム	暮らしのサービス	NULL
